क्रस,प्रदेश,स्थानीय तहको नाम,जिल्ला,वेवसाईट,कार्यालयको ईमेल,सम्पर्क फोन,बिस्तृतमा
५५१,लुम्बिनी प्रदेश,बाणगंगा नगरपालिका,कपिलबस्तु,http://bangangamun.gov.np,bangangamun@gmail.com,076-550383,
५५२,लुम्बिनी प्रदेश,बुद्धभुमी नगरपालिका,कपिलबस्तु,http://buddhabhumimun.gov.np,buddhabhumi.mun@gmail.com,9857088011,
५५३,लुम्बिनी प्रदेश,शिवराज नगरपालिका,कपिलबस्तु,http://shivrajmun.gov.np,shivrajmunicipality@gmail.com,076-540147,
५५४,लुम्बिनी प्रदेश,विजयनगर गाउँपालिका,कपिलबस्तु,http://bijaynagarmun.gov.np,info@bijaynagarmun.gov.np,16607652001,
५५५,लुम्बिनी प्रदेश,कृष्णनगर नगरपालिका,कपिलबस्तु,http://krishnanagarmun.gov.np,munkrishnanagar@gmail.com,076-520147,
५५६,लुम्बिनी प्रदेश,महाराजगञ्ज नगरपालिका,कपिलबस्तु,http://maharajgunjmun.gov.np,napamaharajgunj2073@gmail.com,076-400035,
५५७,लुम्बिनी प्रदेश,कपिलवस्तु नगरपालिका,कपिलबस्तु,http://kapilvastumun.gov.np,kapilvastumun.gov@gmail.com,076-560201,
५५८,लुम्बिनी प्रदेश,यसोधरा गाउँपालिका,कपिलबस्तु,http://yasodharamun.gov.np,info@yasodharamun.gov.np,9857051843,
५५९,लुम्बिनी प्रदेश,मायादेवी गाउँपालिका,कपिलबस्तु,http://mayadevimunkapilvastu.gov.np,mayadevirm@gmail.com,"9851125450,",
५६०,लुम्बिनी प्रदेश,शुद्धोधन गाउँपालिका,कपिलबस्तु,http://shuddhodhanmunkapilvastu.gov.np,shuddhodhankpil38@gmail.com,9857052101,
५६१,लुम्बिनी प्रदेश,बंगलाचुली गाउँपालिका,दाङ,http://bangalachulimun.gov.np,banglachulirmun@gmail.com,9857835216,
५६२,लुम्बिनी प्रदेश,घोराही उप-महानगरपालिका,दाङ,http://ghorahimun.gov.np,info@ghorahimun.gov.np,082560700,
५६३,लुम्बिनी प्रदेश,तुल्सीपुर उप-महानगरपालिका,दाङ,http://tulsipurmun.gov.np,tulsipursubmun2073@gmail.com,082-520326,
५६४,लुम्बिनी प्रदेश,शान्तिनगर गाउँपालिका,दाङ,http://shantinagarmun.gov.np,shantinagargaupalika@gmail.com,9857825211,
५६५,लुम्बिनी प्रदेश,बबई गाउँपालिका,दाङ,http://babaimun.gov.np,info@babaimun.gov.np,9857825650,
५६६,लुम्बिनी प्रदेश,दंगीशरण गाउँपालिका,दाङ,http://dangisharanmun.gov.np,ito.dangisharanmun@gmail.com,9857831564,
५६७,लुम्बिनी प्रदेश,लमही नगरपालिका,दाङ,http://lamahimun.gov.np,lamahinapa@gmail.com,082-540850,
५६८,लुम्बिनी प्रदेश,राप्ती गाउँपालिका,दाङ,http://raptimundang.gov.np,raptiruralmunicipality@gmail.com,082-413077,
५६९,लुम्बिनी प्रदेश,गढवा गाउँपालिका,दाङ,http://gadhawamun.gov.np,info@gadhawamun.gov.np,082-410004,
५७०,लुम्बिनी प्रदेश,राजपुर गाउँपालिका,दाङ,http://rajpurmundang.gov.np,rajpurmun@gmail.com,9857835240,
५७१,लुम्बिनी प्रदेश,राप्तीसोनारी गाउँपालिका,बाँके,http://raptisonarimun.gov.np,info@raptisonarimun.gov.np,9858060145,
५७२,लुम्बिनी प्रदेश,कोहलपुर नगरपालिका,बाँके,http://kohalpurmun.gov.np,info@kohalpurmun.gov.np,081-540009,
५७३,लुम्बिनी प्रदेश,बैजनाथ गाउँपालिका,बाँके,http://baijanathmun.gov.np,baijanathrumun@gmail.com,9858024336,
५७४,लुम्बिनी प्रदेश,खजुरा गाउँपालिका,बाँके,http://khajuramun.gov.np,info@khajuramun.gov.np,081-560187,
५७५,लुम्बिनी प्रदेश,जानकी गाउँपालिका,बाँके,http://janakimunbanke.gov.np,info@janakimunbanke.gov.np,9858027040,
५७६,लुम्बिनी प्रदेश,नेपालगञ्ज उप-महानगरपालिका,बाँके,http://nepalgunjmun.gov.np,info@nepalgunjmun.gov.np,081-520338,
५७७,लुम्बिनी प्रदेश,डुडुवा गाउँपालिका,बाँके,http://duduwamun.gov.np,duduwagaupalika@gmail.com,9844851069,
५७८,लुम्बिनी प्रदेश,नरैनापुर गाउँपालिका,बाँके,http://narainapurmun.gov.np,info@narainapurmun.gov.np,081525050,
५७९,लुम्बिनी प्रदेश,बाँसगढी नगरपालिका,बर्दिया,http://bansgadhimun.gov.np,info@bansgadhimun.gov.np,16608442002,
५८०,लुम्बिनी प्रदेश,बारबर्दिया नगरपालिका,बर्दिया,http://barbardiyamun.gov.np,barbardiyamun@gmail.com,084-404107,
५८१,लुम्बिनी प्रदेश,ठाकुरबाबा नगरपालिका,बर्दिया,http://thakurbabamun.gov.np,thakurbabamun@gmail.com,084-403196,
५८२,लुम्बिनी प्रदेश,गेरुवा गाउँपालिका,बर्दिया,http://geruwamun.gov.np,info@geruwamun.gov.np,9858090441,
५८३,लुम्बिनी प्रदेश,राजापुर नगरपालिका,बर्दिया,http://rajapurmun.gov.np,rajapurmun@gmail.com,084-460167,
५८४,लुम्बिनी प्रदेश,मधुवन नगरपालिका,बर्दिया,http://madhuwanmun.gov.np,madhuwanmun@gmail.com,084-440111,
५८५,लुम्बिनी प्रदेश,गुलरिया नगरपालिका,बर्दिया,http://gulariyamun.gov.np,gnpk.bardiya@gmail.com,084-420412,
५८६,लुम्बिनी प्रदेश,बढैयाताल गाउँपालिका,बर्दिया,http://badhaiyatalmun.gov.np,info@badhaiyatalmun.gov.np,084-401077,
५८७,कर्णाली प्रदेश,डोल्पो बुद्ध गाउँपालिका,डोल्पा,http://dolpobuddhamun.gov.np,info@dolpobuddhamun.gov.np,087550046,
५८८,कर्णाली प्रदेश,शे फोक्सुन्डो गाउँपालिका,डोल्पा,http://shephoksundomun.gov.np,ito.shephoksundomun1@gmail.com,087-550162,
५८९,कर्णाली प्रदेश,जगदुल्ला गाउँपालिका,डोल्पा,http://jagdullamun.gov.np,info@jagdullamun.gov.np,9858320620,
५९०,कर्णाली प्रदेश,मुड्केचुला गाउँपालिका,डोल्पा,http://mudkechulamun.gov.np,info@mudkechulamun.gov.np,9858390100,
५९१,कर्णाली प्रदेश,त्रिपुरासुन्दरी नगरपालिका,डोल्पा,http://tripurasundarimundolpa.gov.np,info@tripurasundarimundolpa.gov.np,994870138,
५९२,कर्णाली प्रदेश,ठूलीभेरी नगरपालिका,डोल्पा,http://thulibherimun.gov.np,ito.thulibherimun@gmail.com,"087-551013,551014",
५९३,कर्णाली प्रदेश,काईके गाउँपालिका,डोल्पा,http://kaikemun.gov.np,ito.kaikemun@gmail.com,9848293602,
५९४,कर्णाली प्रदेश,छार्का ताङसोङ गाउँपालिका,डोल्पा,http://chharkatangsongmun.gov.np,ito.chharkatangsong.gov.np@gmail.com,087550063,
५९५,कर्णाली प्रदेश,मुगुमकार्मारोंग गाउँपालिका,मुगु,http://mugumkarmarongmun.gov.np,info@mugumkarmarongmun.gov.np,9858322727,
५९६,कर्णाली प्रदेश,छायाँनाथ रारा नगरपालिका,मुगु,http://chhayanathraramun.gov.np,info@chhayanathraramun.gov.np,087460252,
५९७,कर्णाली प्रदेश,सोरु गाउँपालिका,मुगु,http://sorumun.gov.np,ito.sorumun@gmail.com,087-460081,
५९८,कर्णाली प्रदेश,खत्याड गाउँपालिका,मुगु,http://khatyadmun.gov.np,info@khatyadmun.gov.np,994870008,
५९९,कर्णाली प्रदेश,चंखेली गाउँपालिका,हुम्ला,http://chankhelimun.gov.np,info@chankhelimun.gov.np,9864954443,
६००,कर्णाली प्रदेश,खार्पुनाथ गाउँपालिका,हुम्ला,http://kharpunathmun.gov.np,info@kharpunathmun.gov.np,9860759767,
६०१,कर्णाली प्रदेश,सिमकोट गाउँपालिका,हुम्ला,http://simkotmun.gov.np,info@simkotmun.gov.np,087-680094,
६०२,कर्णाली प्रदेश,नाम्खा गाउँपालिका,हुम्ला,http://namkhamun.gov.np,info@namkhamun.gov.np,087680280,
६०३,कर्णाली प्रदेश,सर्केगाड गाउँपालिका,हुम्ला,http://sarkegadmun.gov.np,sarkegadmun.ito@gmail.com,9867941411,
६०४,कर्णाली प्रदेश,अदानचुली गाउँपालिका,हुम्ला,http://adanchulimun.gov.np,info@adanchulimun.gov.np,9851078736,
६०५,कर्णाली प्रदेश,ताँजाकोट गाउँपालिका,हुम्ला,http://tajakotmun.gov.np,ito.tajakotmun@gmail.com,9851119292,
६०६,कर्णाली प्रदेश,पातारासी गाउँपालिका,जुम्ला,http://patarasimun.gov.np,info@patarasimun.gov.np,9758901232,
६०७,कर्णाली प्रदेश,कनकासुन्दरी गाउँपालिका,जुम्ला,http://kankasundarimun.gov.np,ito.kankasundarimun@gmail.com,00,
६०८,कर्णाली प्रदेश,सिंजा गाउँपालिका,जुम्ला,http://sinjamun.gov.np,info@sinjamun.gov.np,9858322010,
६०९,कर्णाली प्रदेश,चन्दननाथ नगरपालिका,जुम्ला,http://chandannathmun.gov.np,info@chandannathmun.gov.np,087-520011,
६१०,कर्णाली प्रदेश,गुठिचौर गाउँपालिका,जुम्ला,http://guthichaurmun.gov.np,info@guthichaurmun.gov.np,9858390150,
६११,कर्णाली प्रदेश,तातोपानी गाउँपालिका,जुम्ला,http://tatopanimun.gov.np,info@tatopanimun.gov.np,9849337712,
६१२,कर्णाली प्रदेश,तिला गाउँपालिका,जुम्ला,http://tilamun.gov.np,info@tilamun.gov.np,9858391267,
६१३,कर्णाली प्रदेश,हिमा गाउँपालिका,जुम्ला,http://himamun.gov.np,ito.himamun@gmail.com,9858320711,
६१४,कर्णाली प्रदेश,पलाता गाउँपालिका,कालिकोट,http://palatamun.gov.np,ito.palatamun@gmail.com,9858322532,
६१५,कर्णाली प्रदेश,पचालझरना गाउँपलिका,कालिकोट,http://pachaljharanamun.gov.np,ito.pachaljharanamun@gmail.com,9858322071,
६१६,कर्णाली प्रदेश,रास्कोट नगरपालिका,कालिकोट,http://raskotmun.gov.np,info@raskotmun.gov.np,9858022456,
६१७,कर्णाली प्रदेश,सान्नी त्रिवेणी गाउँपालिका,कालिकोट,http://sannitrivenimun.gov.np,ito.strm@gmail.com,9858320136,
६१८,कर्णाली प्रदेश,नरहरिनाथ गाउँपालिका,कालिकोट,http://narharinathmun.gov.np,naraharinathgapa@gmail.com,9748145401,
६१९,कर्णाली प्रदेश,खाँडाचक्र नगरपालिका,कालिकोट,http://khandachakramun.gov.np,info@khandachakramun.gov.np,9844843082,
६२०,कर्णाली प्रदेश,तिलागुफा नगरपालिका,कालिकोट,http://tilagufamun.gov.np,tilagufamun@gmail.com,9858320054,
६२१,कर्णाली प्रदेश,महावै गाउँपालिका,कालिकोट,http://mahawaimun.gov.np,mahawaimun@gmail.com,9858050537,
६२२,कर्णाली प्रदेश,शुभ कालिका गाउँपालिका,कालिकोट,http://kalikamunkalikot.gov.np,ito.kalikamunkalikot@gmail.com,"9851204935,",
६२३,कर्णाली प्रदेश,नौमुले गाउँपालिका,दैलेख,http://naumulemun.gov.np,naumulegapa@gmail.com,9815443666,
६२४,कर्णाली प्रदेश,महाबु गाउँपालिका,दैलेख,http://mahabumun.gov.np,info@mahabumun.gov.np,9824522103,
६२५,कर्णाली प्रदेश,भैरवी गाउँपालिका,दैलेख,http://bhairabimun.gov.np,bhairabirm@gmail.com,9858068268,
६२६,कर्णाली प्रदेश,ठाँटीकाँध गाउँपालिका,दैलेख,http://thantikandhmun.gov.np,thatikandh.rmp@gmail.com,9848269325,
६२७,कर्णाली प्रदेश,आठबीस नगरपालिका,दैलेख,http://aathabismun.gov.np,aathabismun@gmail.com,089-690475,
६२८,कर्णाली प्रदेश,चामुण्डा बिन्द्रासैनी नगरपालिका,दैलेख,http://chamundabindrasainimun.gov.np,ito.chamundabindrasainimun@gmail.com,9858038178,
६२९,कर्णाली प्रदेश,दुल्लु नगरपालिका,दैलेख,http://dullumun.gov.np,dullumun@gmail.com,089-411038,
६३०,कर्णाली प्रदेश,नारायण नगरपालिका,दैलेख,http://narayanmun.gov.np,ito.narayanmun@gmail.com,089-410201,
६३१,कर्णाली प्रदेश,भगवतीमाई गाउँपालिका,दैलेख,http://bhagawatimaimun.gov.np,rmp.bhagawatimai@gmail.com,9858020799,
६३२,कर्णाली प्रदेश,डुंगेश्वर गाउँपालिका,दैलेख,http://dungeshwormun.gov.np,info@dungeshwormun.gov.np,9858039724,
६३३,कर्णाली प्रदेश,गुराँस गाउँपालिका,दैलेख,http://guransmun.gov.np,gurans.rmp@gmail.com,089-690612,
६३४,कर्णाली प्रदेश,बारेकोट गाउँपालिका,जाजरकोट,http://barekotmun.gov.np,barekotrm@gmail.com,9758003078,
६३५,कर्णाली प्रदेश,कुसे गाउँपालिका,जाजरकोट,http://kushemun.gov.np,info@kushemun.gov.np,081-695060,
६३६,कर्णाली प्रदेश,जुनीचाँदे गाउँपालिका,जाजरकोट,http://junichaandemun.gov.np,junichanderuralmun@gmail.com,9868246633,
६३७,कर्णाली प्रदेश,छेडागाड नगरपालिका,जाजरकोट,http://chhedagadmun.gov.np,info@chhedagadmun.gov.np,9848384084,
६३८,कर्णाली प्रदेश,शिवालय गाउँपालिका,जाजरकोट,http://shibalayamun.gov.np,info@shibalayamun.gov.np,9758007587,
६३९,कर्णाली प्रदेश,भेरी नगरपालिका,जाजरकोट,http://bherimun.gov.np,bherimun@gmail.com,089-430002,
६४०,कर्णाली प्रदेश,नलगाड नगरपालिका,जाजरकोट,http://nalgaadmun.gov.np,ito.nalgaadmun@gmail.com,9758003502,
६४१,कर्णाली प्रदेश,आठबिसकोट नगरपालिका,रुकुम (पश्चिम भाग),http://aathbiskotmun.gov.np,aathbiskotmun073@gmail.com,9748583138,
६४२,कर्णाली प्रदेश,सानीभेरी गाउँपालिका,रुकुम (पश्चिम भाग),http://sanibherimun.gov.np,sanibherimun@gmail.com,9857824253,
६४३,कर्णाली प्रदेश,बाँफिकोट गाउँपालिका,रुकुम (पश्चिम भाग),http://banphikotmun.gov.np,ito.banphikotmun@gmail.com,9822866939,
६४४,कर्णाली प्रदेश,मुसिकोट नगरपालिका,रुकुम (पश्चिम भाग),http://musikotmun.gov.np,info@musikotmun.gov.np,088-530261,
६४५,कर्णाली प्रदेश,त्रिवेणी गाउँपालिका,रुकुम (पश्चिम भाग),http://trivenimunrukum.gov.np,tribenigp@gmail.com,9801925763,
६४६,कर्णाली प्रदेश,चौरजहारी नगरपालिका,रुकुम (पश्चिम भाग),http://chaurjaharimun.gov.np,ito.chaurjaharimun@gmail.com,088401146,
६४७,कर्णाली प्रदेश,दार्मा गाउँपालिका,सल्यान,http://darmamun.gov.np,info@darmamun.gov.np,"9847813131,",
६४८,कर्णाली प्रदेश,कुमाख गाउँपालिका,सल्यान,http://kumakhmalikamun.gov.np,ito.kumakh2073@gmail.com,9857844899,
६४९,कर्णाली प्रदेश,बनगाँड कुपिण्डे नगरपालिका,सल्यान,http://bangadkupindemun.gov.np,info.bangadkupindemun@gmail.com,088-411060,
६५०,कर्णाली प्रदेश,सिद्ध कुमाख गाउँपालिका,सल्यान,http://siddhakumakhmun.gov.np,info@siddhakumakhmun.gov.np,9857855004,
६५१,कर्णाली प्रदेश,बागचौर नगरपालिका,सल्यान,http://bagchaurmun.gov.np,info@bagchaurmun.gov.np,088-412035,
६५२,कर्णाली प्रदेश,छत्रेश्वरी गाउँपालिका,सल्यान,http://chhatreshworimun.gov.np,chhatreshworimun@gmail.com,9857844412,
६५३,कर्णाली प्रदेश,शारदा नगरपालिका,सल्यान,http://shaaradamun.gov.np,info@shaaradamun.gov.np,088-520438,
६५४,कर्णाली प्रदेश,कालिमाटी गाउँपालिका,सल्यान,http://kalimatimun.gov.np,info@kalimatimun.gov.np,9857844300,
६५५,कर्णाली प्रदेश,त्रिवेणी गाउँपालिका,सल्यान,http://trivenimunsalyan.gov.np,ito.trivenimunsalyan@gmail.com,9857844603,
६५६,कर्णाली प्रदेश,कपुरकोट गाउँपालिका,सल्यान,http://kapurkotmun.gov.np,kapurkotruralmun073@gmail.com,088410069,
६५७,कर्णाली प्रदेश,सिम्ता गाउँपालिका,सुर्खेत,http://simtamun.gov.np,simtagaupalikaskt@gmail.com,9858077500,
६५८,कर्णाली प्रदेश,चिङ्गाड गाउँपालिका,सुर्खेत,http://chingadmun.gov.np,chingadgaunpalika@gmail.com,9848025584,
६५९,कर्णाली प्रदेश,लेकबेसी नगरपालिका,सुर्खेत,http://lekbeshimun.gov.np,info@lekbeshimun.gov.np,9848050228,
६६०,कर्णाली प्रदेश,गुर्भाकोट नगरपालिका,सुर्खेत,http://gurbhakotmun.gov.np,info@gurbhakotmun.gov.np,083-410071,
६६१,कर्णाली प्रदेश,भेरीगंगा नगरपालिका,सुर्खेत,http://bherigangamun.gov.np,info@bherigangamun.gov.np,083-540154,
६६२,कर्णाली प्रदेश,बीरेन्द्रनगर नगरपालिका,सुर्खेत,http://birendranagarmun.gov.np,info@birendranagarmun.gov.np,083-520128,
६६३,कर्णाली प्रदेश,बराहताल गाउँपालिका,सुर्खेत,http://barahatalmun.gov.np,ito.barahatalmun@gmail.com,9858067444,
६६४,कर्णाली प्रदेश,पञ्चपुरी नगरपालिका,सुर्खेत,http://panchapurimun.gov.np,info@panchapurimun.gov.np,083-416067,
६६५,कर्णाली प्रदेश,चौकुने गाउँपालिका,सुर्खेत,http://chaukunemun.gov.np,chaukunegapa@gmail.com,9858047333,
६६६,सुदूरपश्चिम प्रदेश,हिमाली गाउँपालिका,बाजुरा,http://himalimun.gov.np,info@himalimun.gov.np,9858021521,
६६७,सुदूरपश्चिम प्रदेश,गौमुल गाउँपालिका,बाजुरा,http://gaumulmun.gov.np,ito.gaumulmun@gmail.com,9848472929,
६६८,सुदूरपश्चिम प्रदेश,बुढीनन्दा नगरपालिका,बाजुरा,http://budhinandamun.gov.np,info@budhinandamun.gov.np,097-501094,
६६९,सुदूरपश्चिम प्रदेश,स्वामीकार्तिक खापर गाउँपालिका,बाजुरा,http://swamikartikmun.gov.np,info@swamikartikmun.gov.np,9849483021,
६७०,सुदूरपश्चिम प्रदेश,जगन्नाथ गाउँपालिका,बाजुरा,http://jagganathmun.gov.np,info@jagganathmun.gov.np,9749011330,
६७१,सुदूरपश्चिम प्रदेश,बडिमालिका नगरपालिका,बाजुरा,http://badimalikamun.gov.np,info@badimalikamun.gov.np,097-541067,
६७२,सुदूरपश्चिम प्रदेश,खप्तड छेडेदह गाउँपालिका,बाजुरा,http://chhededahamun.gov.np,icto.chhededaha@gmail.com,096-690801,
६७३,सुदूरपश्चिम प्रदेश,बुढीगंगा नगरपालिका,बाजुरा,http://budhigangamunbajura.gov.np,info@budhigangamunbajura.gov.np,9858422845,
६७४,सुदूरपश्चिम प्रदेश,त्रिवेणी नगरपालिका,बाजुरा,http://trivenimunbajura.gov.np,ito.trivenimun@gmail.com,986196599,
६७५,सुदूरपश्चिम प्रदेश,साईपाल गाउँपालिका,बझाङ,http://kandamun.gov.np,ito.saipalmun@gmail.com,9846588050,
६७६,सुदूरपश्चिम प्रदेश,बुंगल नगरपालिका,बझाङ,http://bungalmun.gov.np,info@bungalmun.gov.np,9749125805,
६७७,सुदूरपश्चिम प्रदेश,सूर्मा गाउँपालिका,बझाङ,http://surmamun.gov.np,info@surmamun.gov.np,9848436805,
६७८,सुदूरपश्चिम प्रदेश,तालकोट गाँउपालिका,बझाङ,http://talkotmun.gov.np,ito.muntalkot@gmail.com,9858420845,
६७९,सुदूरपश्चिम प्रदेश,मष्टा गाउँपालिका,बझाङ,http://mastamun.gov.np,ito.mastamun@gmail.com,9800669821,
६८०,सुदूरपश्चिम प्रदेश,जयपृथ्वी नगरपालिका,बझाङ,http://jayaprithvimun.gov.np,info@jayaprithvimun.gov.np,092421508,
६८१,सुदूरपश्चिम प्रदेश,छबिसपाथिभेरा गाउँपालिका,बझाङ,http://chhabispathiveramun.gov.np,info@chhabispathiveramun.gov.np,9863100017,
६८२,सुदूरपश्चिम प्रदेश,दुर्गाथली गाउँपालिका,बझाङ,http://durgathalimun.gov.np,durgathalimun23@gmail.com,9858485620,
६८३,सुदूरपश्चिम प्रदेश,केदारस्युँ गाउँपालिका,बझाङ,http://kedarasyumun.gov.np,kedarasyumun@gmail.com,9867875898,
६८४,सुदूरपश्चिम प्रदेश,वित्थडचिर गाउँपालिका,बझाङ,http://bitthadchirmun.gov.np,bitthadchirmun@gmail.com,९८५८४८८०७९,
६८५,सुदूरपश्चिम प्रदेश,थलारा गाउँपालिका,बझाङ,http://thalaramun.gov.np,thalaramun@gmail.com,9840927341,
६८६,सुदूरपश्चिम प्रदेश,खप्तडछान्ना गाउँपालिका,बझाङ,http://khaptadchhannamun.gov.np,info@khaptadchhannamun.gov.np,9840870805,
६८७,सुदूरपश्चिम प्रदेश,व्याँस गाउँपालिका,दार्चुला,http://vyansmun.gov.np,info@vyansmun.gov.np,9848727776,
६८८,सुदूरपश्चिम प्रदेश,दुहुँ गाउँपालिका,दार्चुला,http://duhunmun.gov.np,info@duhunmun.gov.np,9749503450,
६८९,सुदूरपश्चिम प्रदेश,महाकाली नगरपालिका,दार्चुला,http://mahakalimun.gov.np,info@mahakalimun.gov.np,093-420137,
६९०,सुदूरपश्चिम प्रदेश,नौगाड गाउँपालिका,दार्चुला,http://naugadmun.gov.np,info@naugadmun.gov.np,9759500976,
६९१,सुदूरपश्चिम प्रदेश,अपिहिमाल गाउँपालिका,दार्चुला,http://apihimalmun.gov.np,info@apihimalmun.gov.np,9858775037,
६९२,सुदूरपश्चिम प्रदेश,मार्मा गाउँपालिका,दार्चुला,http://marmamun.gov.np,info@marmamun.gov.np,9759503773,
६९३,सुदूरपश्चिम प्रदेश,शैल्यशिखर नगरपालिका,दार्चुला,http://shailyashikharmun.gov.np,shailyashikhar.gov@gmail.com,093-400086,
६९४,सुदूरपश्चिम प्रदेश,मालिकार्जुन गाउँपालिका,दार्चुला,http://malikarjunmun.gov.np,info@malikarjunmun.gov.np,9865959610,
६९५,सुदूरपश्चिम प्रदेश,लेकम गाउँपालिका,दार्चुला,http://lekammun.gov.np,info@lekammun.gov.np,9865851720,
६९६,सुदूरपश्चिम प्रदेश,डीलासैनी गाउँपालिका,बैतडी,http://dilasainimun.gov.np,drmbaitadi@gmail.com,9858750342,
६९७,सुदूरपश्चिम प्रदेश,दोगडाकेदार गाउँपालिका,बैतडी,http://dogdakedarmun.gov.np,info@dogdakedarmun.gov.np,9858781100,
६९८,सुदूरपश्चिम प्रदेश,पुर्चौडी नगरपालिका,बैतडी,http://purchaudimun.gov.np,ito.purchaundi@gmail.com,096690803,
६९९,सुदूरपश्चिम प्रदेश,सुर्नया गाउँपालिका,बैतडी,http://sunaryamun.gov.np,surnayagaupalika@gmail.com,9848807814,
७००,सुदूरपश्चिम प्रदेश,दशरथचन्द नगरपालिका,बैतडी,http://dasharathchandmun.gov.np,dnpbaitadi@gmail.com,095-52171,
७०१,सुदूरपश्चिम प्रदेश,पंचेश्वर गाउँपालिका,बैतडी,http://pancheshwormun.gov.np,ito.pancheshwormun@gmail.com,9858784000,
७०२,सुदूरपश्चिम प्रदेश,शिवनाथ गाउँपालिका,बैतडी,http://shivanathmun.gov.np,ito.shivanathmun@gmail.com,9851196226,
७०३,सुदूरपश्चिम प्रदेश,मेलौली नगरपालिका,बैतडी,http://melaulimun.gov.np,info@melaulimun.gov.np,9858783940,
७०४,सुदूरपश्चिम प्रदेश,पाटन नगरपालिका,बैतडी,http://patanmun.gov.np,ptnmun@gmail.com,095-400057,
७०५,सुदूरपश्चिम प्रदेश,सिगास गाउँपालिका,बैतडी,http://sigasmun.gov.np,sigasmun@gmail.com,9848891655,
७०६,सुदूरपश्चिम प्रदेश,नवदुर्गा गाउँपालिका,डडेल्धुरा,http://navadurgamun.gov.np,nawadurgaruralmun@gmail.com,9858751435,
७०७,सुदूरपश्चिम प्रदेश,अमरगढी नगरपालिका,डडेल्धुरा,http://amargadhimun.gov.np,info@amargadhimun.gov.np,096-410222,
७०८,सुदूरपश्चिम प्रदेश,अजयमेरु गाउँपालिका,डडेल्धुरा,http://ajayamerumun.gov.np,ajayamerugaupalika@gmail.com,9858750226,
७०९,सुदूरपश्चिम प्रदेश,भागेश्वर गाउँपालिका,डडेल्धुरा,http://bhageshwormun.gov.np,ito.bhageshwormun@gmail.com,9848733847,
७१०,सुदूरपश्चिम प्रदेश,परशुराम नगरपालिका,डडेल्धुरा,http://parshurammun.gov.np,parshurammun@gmail.com,096-411004,
७११,सुदूरपश्चिम प्रदेश,आलिताल गाउँपालिका,डडेल्धुरा,http://aalitalmun.gov.np,info@aalitalmun.gov.np,091693962,
७१२,सुदूरपश्चिम प्रदेश,गन्यापधुरा गाउँपालिका,डडेल्धुरा,http://ganyapadhuramun.gov.np,ganapdhurarm@gmail.com,9858788707,
७१३,सुदूरपश्चिम प्रदेश,पूर्वीचौकी गाउँपालिका,डोटी,http://purbichaukimun.gov.np,info@purbichaukimun.gov.np,9858440239,
७१४,सुदूरपश्चिम प्रदेश,सायल गाउँपालिका,डोटी,http://sayalmun.gov.np,sayal.doti@gmail.com,9858444666,
७१५,सुदूरपश्चिम प्रदेश,आदर्श गाउँपालिका,डोटी,http://aadarshamun.gov.np,aadarshmun@gmail.com,9848431638,
७१६,सुदूरपश्चिम प्रदेश,शिखर नगरपालिका,डोटी,http://shikharmun.gov.np,shikharmunicipality@gmail.com,9858485777,
७१७,सुदूरपश्चिम प्रदेश,दिपायल सिलगढी नगरपालिका,डोटी,http://dipayalsilgadhimun.gov.np,info@dipayalsilgadhimun.gov.np,094-420297,
७१८,सुदूरपश्चिम प्रदेश,के.आई.सिंह गाउँपालिका,डोटी,http://kisinghmun.gov.np,kisingh.rm@gmail.com,9859005300,
७१९,सुदूरपश्चिम प्रदेश,बोगटान फुड्सिल गाउँपालिका,डोटी,http://bogatanmun.gov.np,info@bogatanmun.gov.np,9865746187,
७२०,सुदूरपश्चिम प्रदेश,बडीकेदार गाउँपालिका,डोटी,http://badikedarmun.gov.np,doti.badikedar@gmail.com,9858428000,
७२१,सुदूरपश्चिम प्रदेश,जोरायल गाउँपालिका,डोटी,http://jorayalmun.gov.np,info@jorayalmun.gov.np,9749118051,
७२२,सुदूरपश्चिम प्रदेश,पंचदेवल विनायक नगरपालिका,अछाम,http://panchadewalbinayakmun.gov.np,info@panchadewalbinayakmun.gov.np,097-500003,
७२३,सुदूरपश्चिम प्रदेश,रामारोशन गाउँपालिका,अछाम,http://ramaroshanmun.gov.np,icto.ramaroshanmun@gmail.com,097-620270,
७२४,सुदूरपश्चिम प्रदेश,मेल्लेख गाउँपालिका,अछाम,http://mellekhmun.gov.np,info@mellekhmun.gov.np,9858426090,
७२५,सुदूरपश्चिम प्रदेश,साँफेवगर नगरपालिका,अछाम,http://sanfebagarmun.gov.np,sanfebagarmun@gmail.com,097-625180,
७२६,सुदूरपश्चिम प्रदेश,चौरपाटी गाउँपालिका,अछाम,http://chaurpatimun.gov.np,chaurpatigaupalika@gmail.com,9749650949,
७२७,सुदूरपश्चिम प्रदेश,मंगलसेन नगरपालिका,अछाम,http://mangalsenmun.gov.np,mmunicipalityachham@gmail.com,097-620138,
७२८,सुदूरपश्चिम प्रदेश,बान्नीगढी जयगढ गाउँपालिका,अछाम,http://bannigadhijaygadhmun.gov.np,log.bannigadhi@gmail.com,9843227919,
७२९,सुदूरपश्चिम प्रदेश,कमलबजार नगरपालिका,अछाम,http://kamalbazarmun.gov.np,Kamalbazarmun@gmail.com,9858431111,
७३०,सुदूरपश्चिम प्रदेश,ढकारी गाउँपालिका,अछाम,http://dhakarimun.gov.np,info@dhakarimun.gov.np,9864811102,
